sqft,bedrooms,bathrooms,neighborhood,year_built,has_garden,floors,garage_capacity,condition,price
3561,2,3.0,Urban,1994,0,3,2,4,921100.0
3479,3,2.5,Urban,1993,0,1,0,3,853200.0
2906,3,2.0,Suburb,1967,1,2,2,3,603300.0
3568,4,3.0,Urban,2014,0,1,1,4,933700.0
4753,2,1.5,Rural,1974,0,2,1,3,652800.0
3986,4,1.5,Rural,1976,0,2,2,4,627700.0
4080,2,2.0,Suburb,1956,0,2,2,3,718700.0
3373,4,2.0,Urban,1993,1,2,3,5,885500.0
3399,3,1.0,Downtown,1978,1,3,3,3,931000.0
4833,5,2.5,Rural,1993,0,2,0,4,776900.0
1036,4,2.0,Downtown,1985,0,1,3,2,456100.0
2104,2,2.0,Suburb,1968,0,1,0,3,418400.0
4230,2,4.0,Suburb,1955,0,2,1,5,828400.0
2101,3,2.5,Suburb,1974,1,2,2,4,509100.0
3341,2,3.0,Suburb,1980,1,1,1,1,624400.0
2851,1,1.5,Suburb,1958,1,1,2,3,528600.0
1241,5,2.5,Urban,2023,1,2,1,3,518000.0
2876,4,3.0,Downtown,1986,1,1,3,2,913100.0
3980,5,2.5,Suburb,1976,1,1,1,4,833300.0
3457,3,2.5,Suburb,1962,0,2,1,2,636400.0
4598,4,2.0,Downtown,1990,0,2,3,3,1290800.0
1604,4,1.0,Urban,2015,1,1,0,4,489800.0
874,1,2.0,Suburb,1973,0,1,2,3,205400.0
2975,3,2.0,Suburb,1993,1,1,2,4,638400.0
4724,2,3.0,Downtown,2009,1,1,2,5,1324100.0
2889,1,1.5,Urban,1958,1,2,2,2,628300.0
840,1,4.0,Suburb,1951,0,2,0,4,276200.0
2881,5,4.0,Suburb,2005,1,1,2,3,692600.0
2422,5,1.5,Downtown,1979,0,1,0,3,795800.0
1141,5,2.0,Rural,1971,1,1,1,1,254800.0
4852,1,3.0,Waterfront,2024,0,3,0,2,1662900.0
2874,2,4.0,Rural,1962,1,1,2,3,483200.0
1445,4,2.0,Downtown,2020,1,2,2,3,630700.0
1409,5,2.0,Suburb,1965,1,2,3,4,439000.0
1254,2,2.0,Suburb,1994,1,2,2,4,385300.0
3753,3,2.5,Downtown,2014,1,2,2,5,1169100.0
2508,5,2.0,Suburb,1960,1,1,3,3,568300.0
4272,4,2.5,Urban,2019,1,2,1,3,1065900.0
3769,3,1.0,Rural,1969,0,1,2,3,588000.0
3828,3,1.0,Rural,2012,1,2,2,3,579300.0
3481,4,2.0,Suburb,1961,1,1,1,3,648700.0
4429,5,2.0,Urban,2011,1,2,2,4,1119300.0
3867,1,2.0,Rural,1991,0,1,0,3,553700.0
2186,4,2.0,Rural,2018,1,2,2,3,402400.0
4576,4,2.0,Suburb,2007,0,1,2,2,810900.0
3666,4,1.5,Urban,1954,0,2,3,1,822400.0
4163,3,2.0,Urban,1976,1,1,2,3,995700.0
4924,2,4.0,Suburb,1977,0,1,2,2,891300.0
948,1,2.0,Rural,1975,0,2,2,4,200200.0
4650,5,2.0,Waterfront,1998,1,3,1,2,1742400.0
2858,5,2.5,Suburb,1970,0,1,1,4,656600.0
1936,2,4.0,Downtown,1950,0,3,3,3,698100.0
986,4,1.5,Downtown,2007,0,2,3,2,465300.0
3654,1,2.5,Downtown,2004,1,2,2,4,1046000.0
2050,5,2.5,Suburb,1975,1,1,0,3,501600.0
2133,5,2.5,Downtown,1974,1,1,2,3,767200.0
4993,4,1.0,Downtown,1982,0,2,3,4,1368700.0
4950,2,2.5,Urban,2021,0,1,1,1,1083200.0
3511,1,1.0,Suburb,2018,0,2,2,3,645500.0
2585,2,2.5,Suburb,1955,1,1,2,4,501300.0
1550,2,2.5,Rural,1972,1,1,2,4,291900.0
2562,1,1.5,Urban,1979,0,2,3,3,586500.0
4720,1,3.0,Urban,2003,0,2,1,2,1042600.0
1281,5,1.0,Suburb,1960,0,2,2,4,372700.0
953,5,3.0,Suburb,1980,1,1,2,3,346500.0
2324,1,2.0,Suburb,1955,1,1,1,2,410200.0
2920,3,1.5,Urban,1960,1,1,2,3,710800.0
3143,5,1.5,Waterfront,1961,1,1,2,5,1281900.0
2040,3,4.0,Suburb,2015,1,2,1,1,497500.0
860,1,1.0,Suburb,2002,0,2,0,4,216400.0
1738,5,1.5,Rural,1985,0,1,1,3,313500.0
2439,2,2.0,Urban,1966,1,2,2,3,645600.0
4920,1,2.5,Urban,1977,1,1,3,4,1102500.0
4369,4,2.0,Waterfront,1971,1,2,1,5,1598300.0
2052,3,1.5,Suburb,1956,1,1,1,3,435400.0
971,1,2.0,Waterfront,1964,1,2,0,2,441300.0
2258,1,1.5,Rural,1960,1,1,2,5,393600.0
4349,5,1.5,Urban,1973,1,1,3,4,1046400.0
4997,5,2.0,Rural,2016,1,1,2,3,777600.0
3122,5,2.5,Downtown,1979,0,1,2,3,975100.0
2436,4,1.5,Urban,2019,1,1,2,4,732900.0
3915,5,2.0,Urban,2015,1,1,0,4,986300.0
4890,1,2.0,Downtown,2010,0,1,2,5,1279100.0
3804,5,4.0,Suburb,1990,1,2,2,3,834000.0
1129,2,4.0,Rural,2000,1,1,2,3,298300.0
4440,5,3.0,Downtown,1993,0,2,2,3,1362300.0
4694,4,1.5,Suburb,1962,1,1,2,3,851100.0
4907,2,1.0,Rural,1961,0,3,2,3,696500.0
2141,1,2.0,Suburb,1958,1,3,3,3,454300.0
4463,1,2.0,Urban,1997,1,1,3,2,961300.0
1015,3,2.0,Rural,1998,0,2,2,3,242800.0
1138,2,3.0,Suburb,2002,0,1,0,4,360400.0
4862,3,3.0,Rural,2005,1,3,1,4,807300.0
3508,2,3.0,Suburb,1989,0,2,2,3,711900.0
3952,2,2.0,Downtown,1973,0,1,0,2,1027100.0
2550,4,2.5,Waterfront,2021,1,1,0,3,1084200.0
3221,3,2.0,Urban,1982,0,1,0,4,778200.0
1509,4,1.0,Suburb,1972,0,1,2,3,368400.0
4526,2,2.5,Waterfront,2003,1,2,2,4,1647700.0
4442,1,1.0,Urban,2002,1,1,1,3,929700.0
4793,2,2.0,Suburb,1998,1,1,0,3,874500.0
1288,4,2.0,Waterfront,1998,1,1,2,4,730900.0
846,3,2.5,Downtown,2009,0,1,1,2,427900.0
4159,3,3.0,Urban,2014,0,1,1,3,1004400.0
1200,4,2.0,Urban,1981,0,2,2,3,429600.0
4790,3,3.0,Suburb,1970,1,1,2,2,886900.0
3957,5,2.0,Suburb,1967,1,2,1,3,794500.0
1190,1,2.0,Urban,2009,1,1,2,3,376100.0
4653,1,2.5,Suburb,1962,1,1,1,4,798700.0
1428,1,2.5,Suburb,1973,1,2,2,4,381600.0
3730,3,4.0,Downtown,1979,0,1,1,4,1123700.0
2321,3,1.5,Downtown,1951,1,1,0,3,683500.0
1626,2,2.5,Suburb,1974,0,2,2,3,364200.0
2300,2,2.5,Downtown,1999,0,1,2,3,705500.0
4094,1,3.5,Downtown,1963,1,1,0,3,1106700.0
3219,5,1.5,Urban,1955,1,2,0,3,806500.0
1734,2,3.0,Suburb,2025,1,2,2,5,509300.0
3842,2,2.5,Suburb,1979,1,1,2,2,687600.0
2266,3,2.0,Suburb,1979,0,1,1,5,525700.0
4361,5,2.0,Rural,1987,1,1,2,2,669600.0
1414,1,2.0,Suburb,2007,1,1,0,3,320300.0
1982,2,2.5,Suburb,1990,0,2,2,3,446500.0
4023,5,3.0,Suburb,2006,1,2,0,3,827400.0
3467,5,2.5,Waterfront,1985,1,2,1,2,1406400.0
930,1,2.5,Rural,2013,1,1,0,4,224900.0
3783,5,2.0,Urban,1965,1,1,1,4,973600.0
838,5,1.0,Urban,2021,1,2,1,4,395500.0
4759,5,1.5,Rural,1963,1,1,1,3,700600.0
4387,2,2.0,Waterfront,1980,0,2,0,5,1532700.0
1720,1,2.0,Urban,2015,0,2,1,4,484700.0
3569,5,1.5,Suburb,2017,0,3,2,3,770900.0
4911,5,2.0,Downtown,2014,0,1,1,4,1420200.0
1292,2,2.0,Suburb,2004,1,1,2,3,347900.0
1931,1,2.0,Urban,1989,1,2,1,3,479700.0
4321,3,2.0,Rural,1974,0,2,1,3,609200.0
1110,2,1.5,Downtown,1974,0,2,2,3,382100.0
1538,1,3.5,Suburb,1952,0,1,3,2,332800.0
4041,5,3.0,Urban,2018,1,2,0,3,1091800.0
1345,1,2.5,Suburb,1975,1,2,0,4,331600.0
3261,1,1.5,Urban,1989,1,1,2,5,802300.0
2604,1,3.0,Downtown,1987,1,2,3,5,846000.0
4012,3,3.0,Suburb,1987,0,2,3,3,801400.0
4610,1,3.0,Urban,2017,0,1,1,3,1043300.0
1613,3,1.5,Suburb,1956,0,1,1,2,310200.0
4924,5,2.5,Downtown,1979,0,2,2,4,1434200.0
2832,3,3.0,Suburb,1968,1,1,2,2,543600.0
1044,5,2.5,Downtown,1984,1,2,2,3,536900.0
1071,5,2.5,Downtown,1982,1,1,2,4,532200.0
4311,3,2.0,Suburb,1982,1,1,2,3,809700.0
2571,2,2.0,Suburb,1987,0,3,1,1,460900.0
2062,4,1.0,Suburb,1959,0,3,1,4,487500.0
3224,1,2.5,Downtown,2006,1,1,2,3,919300.0
1720,4,1.0,Suburb,1977,1,2,1,2,398500.0
4230,1,2.0,Urban,1987,0,1,1,2,869700.0
3424,1,2.0,Downtown,1965,1,1,0,3,864400.0
4560,5,2.0,Suburb,1970,1,1,0,2,822700.0
2850,1,1.5,Urban,1955,1,1,1,4,651000.0
4300,1,2.5,Suburb,1990,1,2,2,3,825100.0
1965,3,3.0,Rural,1964,1,2,1,4,405300.0
1175,4,1.5,Downtown,1952,1,3,2,2,451700.0
2833,3,1.5,Rural,1992,1,2,1,3,447800.0
945,1,1.5,Suburb,1996,1,1,0,4,216500.0
1231,5,3.0,Downtown,1963,0,2,3,4,617400.0
1504,3,2.0,Suburb,2015,1,3,2,3,425400.0
3432,3,2.0,Waterfront,1978,0,2,0,5,1291100.0
1763,2,1.5,Waterfront,1953,0,2,2,3,675200.0
3034,1,2.5,Suburb,1975,1,3,1,3,569700.0
2841,5,3.0,Rural,1961,1,1,3,4,540900.0
2628,3,3.0,Urban,1951,0,2,1,2,670200.0
2908,3,2.5,Suburb,1966,0,2,1,2,540900.0
4868,5,1.0,Rural,1984,0,3,2,3,748200.0
1738,1,1.5,Urban,1959,1,1,2,3,433400.0
1606,2,1.0,Rural,1992,0,2,0,3,224500.0
2263,3,2.0,Downtown,1970,0,2,2,2,724500.0
4215,2,1.5,Rural,1964,1,1,0,3,580100.0
810,4,2.0,Rural,1984,0,2,3,3,271300.0
2668,1,2.0,Suburb,2009,1,1,0,3,488100.0
1684,4,3.5,Waterfront,1993,1,1,3,3,925300.0
4364,4,2.5,Urban,1954,0,1,1,3,1019200.0
2189,4,3.0,Downtown,2022,1,2,1,5,846800.0
4201,1,2.5,Suburb,1967,1,1,3,4,783900.0
1624,1,1.5,Suburb,1970,1,1,3,4,353100.0
3065,5,2.5,Suburb,2021,1,1,2,3,686900.0
1736,2,2.0,Suburb,2023,0,1,0,3,383600.0
3600,2,2.5,Urban,2000,1,1,2,3,864300.0
3353,5,2.0,Urban,1990,1,1,2,4,885700.0
4645,5,4.0,Suburb,1973,0,2,2,3,932700.0
2596,4,2.0,Waterfront,1973,0,2,2,4,1095300.0
853,5,2.0,Suburb,1987,0,1,0,5,343800.0
1526,3,3.5,Waterfront,1993,0,1,2,2,782700.0
3536,2,1.0,Rural,2006,1,2,2,1,471400.0
3970,5,2.5,Suburb,2008,0,1,0,2,761500.0
2713,3,2.5,Suburb,1983,0,3,2,3,575500.0
2396,3,3.0,Suburb,2024,1,2,2,2,597100.0
2714,3,4.0,Urban,1972,0,1,2,4,768000.0
3266,3,4.0,Suburb,1992,1,1,0,1,642400.0
3537,4,1.0,Suburb,1989,1,2,2,3,682700.0
1649,3,3.0,Urban,1996,0,1,1,2,494400.0
2909,4,2.5,Urban,1990,1,1,2,5,832700.0
802,4,2.5,Downtown,1996,1,1,2,4,446500.0
4869,3,1.5,Suburb,1969,0,2,2,5,902700.0
1692,2,2.5,Urban,2014,0,2,0,5,527900.0
2830,3,4.0,Urban,2017,1,1,2,3,821100.0
3960,3,3.5,Suburb,1973,1,2,3,3,821600.0
3176,3,2.0,Suburb,1985,1,1,0,2,576100.0
2733,2,1.0,Suburb,1994,0,2,2,3,495300.0
2180,1,2.0,Rural,1951,1,1,2,4,342500.0
4481,1,3.0,Suburb,1977,1,2,2,1,802600.0
2090,4,2.5,Rural,1975,1,3,1,2,415000.0
2440,4,2.0,Urban,1972,1,1,1,3,642200.0
3482,2,1.0,Urban,1985,1,1,3,3,770200.0
1787,5,2.0,Waterfront,1955,1,1,1,4,857900.0
2018,1,2.0,Urban,1984,1,1,0,3,463000.0
2155,4,3.5,Rural,1987,1,1,2,4,474900.0
4935,1,2.5,Downtown,1984,0,2,0,3,1281800.0
2360,2,2.0,Downtown,2023,1,3,2,2,744800.0
2218,2,2.0,Suburb,2002,1,1,2,4,486700.0
1754,5,1.0,Urban,1987,0,2,2,5,562100.0
1783,5,4.0,Waterfront,2008,1,2,2,2,1000400.0
1774,2,2.0,Urban,1992,0,2,0,3,463900.0
4933,4,2.0,Waterfront,1953,1,1,1,3,1721000.0
4772,1,2.0,Rural,1954,1,1,2,2,635400.0
1713,3,2.5,Suburb,2017,0,1,1,4,458500.0
836,5,2.5,Suburb,1994,1,1,3,3,338300.0
4187,3,2.5,Urban,1974,0,2,2,4,1005000.0
2511,4,2.0,Downtown,1960,1,2,0,4,821100.0
3820,5,2.0,Waterfront,1978,1,1,2,3,1452900.0
1595,3,1.5,Suburb,1983,0,1,0,2,325500.0
4836,4,2.5,Rural,1963,0,3,0,3,740300.0
3911,1,1.0,Downtown,1973,0,2,2,1,933800.0
2124,4,2.5,Urban,2008,1,2,2,3,624200.0
1117,5,3.0,Suburb,1988,1,1,2,3,350700.0
3196,2,3.0,Suburb,1975,0,2,1,4,650700.0
2962,1,2.0,Urban,1992,0,2,1,3,684300.0
3545,3,2.0,Downtown,1985,0,2,1,4,1029300.0
2391,5,1.0,Suburb,1988,1,1,1,3,526000.0
3911,2,2.5,Suburb,2010,1,1,1,4,734000.0
4730,4,3.0,Waterfront,1965,0,1,2,5,1755400.0
2796,2,1.5,Urban,2008,1,2,3,3,711600.0
2112,5,2.0,Suburb,1955,0,3,1,4,531800.0
2085,5,3.0,Suburb,2005,1,3,0,3,559400.0
3183,2,3.0,Urban,1957,1,3,2,4,793800.0
4039,4,1.5,Suburb,1976,1,1,2,4,784500.0
2939,2,2.5,Suburb,2020,1,1,3,3,623300.0
2504,5,1.5,Urban,1976,1,1,0,3,643700.0
1162,5,1.5,Suburb,1995,1,1,0,2,287300.0
3404,3,3.5,Urban,1990,1,2,2,3,907300.0
2516,3,3.0,Rural,1974,0,2,2,5,476600.0
4538,1,3.0,Urban,1967,0,1,1,4,1005000.0
3269,5,1.0,Suburb,1961,0,2,2,3,644300.0
1356,3,3.0,Rural,2000,1,3,0,4,334400.0
1625,2,2.0,Rural,1988,0,1,1,4,312200.0
3608,4,2.0,Waterfront,1959,0,1,2,3,1323200.0
3519,2,2.0,Downtown,2023,1,1,1,1,925600.0
4308,4,1.0,Suburb,2003,0,1,2,2,742700.0
4541,3,3.0,Downtown,1978,1,2,1,4,1301700.0
2374,1,2.5,Urban,1990,1,1,1,4,635100.0
4798,2,1.5,Waterfront,1958,1,1,1,3,1573700.0
2929,2,1.5,Suburb,2012,1,3,1,3,626900.0
3203,2,1.5,Urban,1986,1,2,0,4,779900.0
4129,4,1.0,Rural,1963,1,1,2,5,648900.0
1388,3,2.5,Suburb,2022,0,3,2,4,469500.0
2812,2,3.0,Waterfront,2021,1,1,1,3,1153400.0
2347,2,1.0,Urban,1988,0,1,0,3,550300.0
1094,1,1.0,Suburb,1989,0,2,3,3,224400.0
2785,1,2.5,Rural,2003,1,1,1,3,437300.0
3917,3,3.0,Urban,1952,0,2,0,4,921500.0
2490,3,2.0,Urban,2004,0,1,1,3,664000.0
1936,5,2.0,Suburb,1982,0,1,2,4,486900.0
2864,1,2.5,Waterfront,2020,0,2,1,3,1103900.0
1807,5,2.0,Rural,1968,0,1,2,4,376200.0
3314,4,1.0,Suburb,1983,0,2,1,3,632300.0
4326,5,2.5,Waterfront,1999,1,2,0,3,1651000.0
2047,2,2.5,Suburb,1996,1,3,1,3,477200.0
4702,5,2.5,Suburb,1995,0,2,2,2,911900.0
2235,3,2.5,Urban,2005,1,1,2,5,675400.0
1371,4,2.5,Downtown,2006,0,2,0,3,569600.0
3182,2,1.5,Rural,2000,0,2,0,3,466200.0
2045,5,2.0,Waterfront,2003,0,2,2,4,1025200.0
2884,4,1.5,Downtown,1977,1,2,2,4,939600.0
1077,4,1.5,Suburb,1968,1,2,1,3,304600.0
2687,2,2.5,Urban,1976,1,1,2,5,727300.0
2065,5,3.0,Suburb,1997,1,2,0,2,505100.0
1840,4,4.0,Suburb,1968,1,1,1,2,461600.0
1717,4,2.5,Downtown,2000,1,1,0,3,628700.0
1685,1,1.5,Waterfront,1956,1,2,2,3,661400.0
3552,4,1.5,Rural,1978,0,1,1,3,540400.0
821,1,3.0,Suburb,1992,0,1,2,3,266800.0
3991,5,2.5,Suburb,2018,1,1,2,3,850600.0
3153,5,2.5,Suburb,2007,1,2,2,4,720000.0
1486,5,3.0,Suburb,1957,0,1,1,3,400300.0
1084,3,2.5,Rural,1991,0,2,0,5,304600.0
4547,5,3.0,Urban,2025,1,1,3,4,1182600.0
1562,4,1.0,Suburb,1991,1,1,2,3,384300.0
3228,2,2.5,Suburb,1962,0,1,2,3,585800.0
3307,1,3.0,Downtown,1975,1,2,0,3,949800.0
828,3,2.0,Downtown,1967,1,1,1,4,414900.0
1706,5,2.5,Suburb,1991,1,3,2,1,483900.0
3904,5,2.0,Suburb,2000,1,3,0,3,815000.0
4799,2,4.0,Urban,1965,1,2,2,5,1151400.0
3794,2,1.0,Suburb,1952,0,3,1,3,644000.0
3306,3,2.5,Suburb,1994,0,1,0,3,625300.0
4409,1,1.5,Urban,1971,1,2,1,3,926600.0
4353,5,2.5,Rural,1972,1,2,1,4,730900.0
2253,3,1.5,Rural,2008,0,2,0,4,379200.0
4156,4,1.5,Rural,2011,1,2,2,3,655400.0
1315,4,2.0,Suburb,2017,1,2,1,3,393400.0
838,3,3.5,Rural,2003,0,3,1,4,281500.0
4142,5,1.5,Waterfront,2006,0,1,2,4,1567500.0
1686,3,1.5,Suburb,1972,0,2,1,4,387200.0
3644,5,3.0,Rural,2009,1,2,1,3,666500.0
3004,2,2.0,Suburb,2022,1,2,2,5,658600.0
1898,3,3.5,Waterfront,2004,1,1,3,3,947400.0
2623,5,1.5,Urban,2012,1,2,0,2,709100.0
4001,3,2.5,Suburb,2005,1,3,1,4,777700.0
3955,3,1.5,Downtown,2004,1,1,2,3,1071000.0
3893,5,1.5,Suburb,1974,1,2,1,4,788900.0
4330,5,2.5,Suburb,1975,1,1,2,2,839300.0
4578,1,2.5,Suburb,1998,1,3,3,4,878500.0
3696,3,3.0,Suburb,2012,0,1,3,3,778800.0
4253,4,2.0,Suburb,1994,1,1,1,4,838100.0
4311,3,2.0,Urban,2022,0,1,1,1,986100.0
1788,3,2.0,Suburb,1988,1,2,3,3,403400.0
4916,5,4.0,Urban,2014,1,1,1,4,1298500.0
4826,3,2.0,Rural,2018,0,2,1,3,713000.0
4979,3,2.0,Suburb,2005,0,3,2,3,932500.0
2482,4,2.0,Suburb,1958,1,2,1,3,552700.0
4763,5,2.5,Waterfront,2019,1,1,1,4,1777600.0
1733,3,2.0,Suburb,1977,0,3,2,3,419600.0
4398,2,3.5,Urban,1994,1,2,0,3,1057000.0
4033,1,2.0,Suburb,1975,0,1,0,3,662600.0
2780,4,3.0,Rural,1977,0,1,1,5,530700.0
2655,3,1.5,Rural,1989,0,1,2,3,436800.0
3856,2,2.5,Suburb,1964,0,2,0,1,653900.0
1592,3,3.5,Suburb,1955,1,1,1,4,434300.0
1591,3,1.5,Suburb,1976,1,1,2,4,412500.0
2609,5,4.0,Downtown,1987,1,2,2,2,965600.0
3055,5,2.0,Rural,2017,1,2,1,5,614600.0
4410,5,3.5,Urban,2024,0,2,2,3,1138300.0
2407,2,2.5,Suburb,2013,1,2,1,3,542800.0
1784,3,2.0,Urban,1979,0,1,2,3,510600.0
4476,1,1.5,Urban,1952,1,2,1,4,969700.0
4180,4,2.0,Suburb,2011,1,1,0,3,779900.0
1319,5,1.0,Suburb,1961,0,2,2,3,368400.0
1390,5,1.5,Urban,1979,1,2,1,2,445300.0
1850,3,1.5,Downtown,1987,0,1,0,4,640600.0
4433,3,2.0,Suburb,2009,0,3,1,3,827200.0
1759,2,3.0,Rural,1987,0,1,2,3,313000.0
1492,2,1.5,Downtown,1964,0,1,1,3,452500.0
4699,5,1.5,Suburb,1967,0,3,0,4,909500.0
3746,3,2.5,Urban,2001,0,2,0,4,926300.0
1326,1,1.5,Suburb,1978,1,2,1,3,322100.0
4024,4,1.0,Rural,2009,0,2,1,4,629100.0
3053,3,1.5,Urban,1970,1,2,1,3,722400.0
4144,3,3.5,Urban,1966,1,1,0,4,989500.0
4765,2,3.0,Suburb,1967,1,1,1,1,802000.0
2675,4,2.0,Suburb,2006,0,1,2,3,554100.0
2563,5,2.5,Downtown,1986,0,1,2,5,897500.0
1320,3,2.0,Urban,2009,1,2,2,5,482500.0
1816,5,2.5,Rural,1987,1,1,0,3,386600.0
916,3,2.5,Urban,1961,1,1,3,3,392900.0
3233,5,2.5,Urban,2024,0,1,1,2,854900.0
1383,4,2.0,Downtown,2022,1,2,3,4,620000.0
1194,2,1.0,Urban,1950,0,2,1,3,322800.0
4588,4,2.0,Suburb,2007,1,1,1,3,868200.0
3568,1,3.0,Urban,1952,1,2,1,2,813800.0
4967,2,2.5,Urban,2012,0,1,1,5,1127500.0
4660,4,3.0,Rural,1970,1,2,2,3,715800.0
1073,1,4.0,Suburb,1972,0,1,2,3,320500.0
2813,3,1.5,Suburb,1958,1,1,3,3,548600.0
2189,3,2.5,Urban,2004,1,2,2,3,658900.0
4366,5,2.5,Suburb,1968,1,3,1,3,857900.0
965,2,4.0,Urban,2011,0,1,0,5,447500.0
2367,3,4.0,Waterfront,1988,0,2,3,4,1126400.0
1528,2,2.5,Downtown,2025,1,2,2,3,565900.0
2843,3,1.5,Waterfront,1976,1,3,2,4,1117500.0
4997,5,3.0,Waterfront,1995,1,1,1,3,1839100.0
4296,4,1.5,Rural,1983,0,1,2,3,661100.0
1578,5,3.0,Urban,1982,0,2,3,5,599200.0
1013,1,3.5,Suburb,1999,1,1,0,3,292300.0
4562,3,2.0,Downtown,1969,1,1,1,3,1219600.0
2376,1,2.5,Suburb,1989,1,1,0,5,485300.0
3248,1,2.0,Waterfront,2007,1,2,2,2,1181000.0
3736,2,2.0,Urban,1980,1,1,0,4,840500.0
3917,3,2.0,Downtown,1987,0,2,0,5,1116200.0
1391,1,3.0,Rural,1994,0,1,1,3,255100.0
3520,4,3.5,Suburb,1990,1,1,2,1,698400.0
1513,1,3.5,Downtown,1958,1,1,1,3,525000.0
1735,4,1.5,Rural,1958,1,1,0,2,293300.0
801,2,3.0,Downtown,2012,1,2,3,3,455600.0
3648,1,2.5,Rural,1971,0,2,3,4,550500.0
4844,5,2.0,Urban,1965,0,1,1,3,1109900.0
2749,2,1.0,Suburb,1981,1,1,2,3,485000.0
1717,4,2.0,Urban,2015,1,2,2,3,592000.0
3974,2,3.5,Urban,1963,1,2,1,3,937000.0
3041,1,2.5,Suburb,1987,1,2,1,4,597800.0
889,3,2.5,Rural,1957,1,2,1,3,194700.0
2509,3,2.0,Rural,1970,0,1,1,4,405800.0
2969,4,2.5,Urban,2005,1,2,1,3,837000.0
3841,4,1.0,Urban,1995,1,1,2,3,912400.0
905,3,2.0,Urban,1992,1,1,1,3,368600.0
1686,4,2.5,Urban,1995,1,2,2,3,570700.0
1227,2,1.5,Suburb,1997,0,3,0,3,259100.0
2695,5,3.0,Suburb,2019,0,2,2,3,660300.0
1116,5,1.5,Rural,1980,0,1,1,5,302000.0
1434,2,2.5,Suburb,1982,0,1,2,3,362200.0
2725,5,2.0,Waterfront,1993,1,1,2,5,1200200.0
2856,1,2.5,Downtown,2020,1,2,2,1,801700.0
3944,2,1.5,Suburb,1957,1,1,1,3,674100.0
3070,4,1.0,Urban,2022,1,2,2,1,746000.0
2239,2,3.5,Downtown,1951,0,1,3,3,735500.0
1352,3,2.0,Suburb,1966,1,2,2,4,374100.0
1515,4,3.0,Rural,2001,0,3,0,1,302600.0
4711,3,4.0,Rural,1994,0,1,2,3,745300.0
2513,4,1.5,Urban,1986,1,1,0,2,611100.0
4189,5,2.0,Waterfront,1991,1,2,2,3,1596800.0
1907,2,2.5,Urban,1993,1,2,2,4,565200.0
1050,1,4.0,Rural,1987,0,2,1,3,264600.0
3230,4,3.5,Suburb,1955,1,2,0,4,671600.0
2854,4,2.0,Downtown,2017,0,1,1,3,893000.0
1258,3,3.0,Downtown,2000,0,2,3,5,627000.0
1007,5,1.5,Urban,1984,1,1,0,4,409800.0
1699,3,4.0,Urban,2007,1,3,1,3,601800.0
4261,3,4.0,Rural,2006,1,1,3,3,705500.0
4185,5,1.5,Downtown,2022,1,2,1,5,1278400.0
821,1,2.0,Downtown,1955,1,1,1,3,311600.0
1209,3,1.5,Suburb,1962,1,1,2,4,348400.0
1694,3,2.0,Urban,2008,1,1,1,3,479400.0
1314,4,3.0,Suburb,1979,1,2,0,3,396600.0
4909,5,2.0,Rural,1951,1,2,0,4,744200.0
2934,2,1.0,Suburb,2007,1,2,2,3,570600.0
4395,1,2.0,Suburb,1985,0,1,3,3,771900.0
3756,1,4.0,Suburb,2021,1,2,0,3,749500.0
2360,5,2.5,Suburb,1994,1,2,1,3,559000.0
2066,4,2.0,Urban,1958,0,1,1,4,580200.0
2969,4,1.5,Suburb,2014,1,1,2,5,678000.0
4438,5,4.0,Suburb,1999,0,1,1,4,929600.0
1549,4,3.0,Rural,1981,1,1,2,3,370600.0
4227,1,2.0,Urban,1992,1,1,0,3,902300.0
2727,1,1.0,Suburb,2003,0,2,3,4,542100.0
4604,2,1.0,Suburb,1996,1,1,2,3,770600.0
4502,5,1.5,Downtown,1963,1,2,2,3,1310600.0
3156,3,2.5,Urban,1997,1,3,1,5,859200.0
3135,3,3.5,Downtown,2004,0,2,2,3,996600.0
1106,2,2.0,Suburb,1978,1,2,0,3,281100.0
4465,2,3.0,Rural,1996,1,1,0,1,600400.0
2789,4,2.0,Urban,2012,1,2,1,2,718400.0
1461,2,2.5,Suburb,1968,1,1,2,1,312400.0
1111,2,2.5,Suburb,1958,1,2,2,5,348700.0
3720,3,1.5,Rural,1986,1,3,2,3,596200.0
1882,4,2.0,Downtown,2001,1,2,2,3,698100.0
3771,2,2.5,Rural,2006,0,2,0,4,591200.0
1554,2,1.0,Waterfront,1977,1,1,2,3,597400.0
4930,4,2.0,Downtown,1985,1,1,2,3,1348700.0
1152,5,2.0,Suburb,2013,1,2,2,3,408000.0
1702,4,4.0,Urban,1967,0,1,1,4,580200.0
4688,3,2.0,Urban,1984,0,2,3,2,1060300.0
958,5,3.0,Downtown,2017,0,1,2,2,531400.0
2777,1,2.0,Suburb,1988,0,2,2,2,507500.0
1756,4,3.0,Downtown,1957,1,1,1,3,661100.0
2871,3,2.5,Suburb,1964,0,2,2,3,593900.0
1203,5,3.0,Waterfront,1956,1,2,2,4,794100.0
3579,4,2.0,Suburb,1966,0,1,1,3,710500.0
2187,2,2.5,Suburb,2013,0,1,1,4,507800.0
4253,4,2.5,Downtown,1961,1,1,1,2,1153000.0
1755,1,2.0,Downtown,2005,0,1,2,2,507600.0
2512,4,1.5,Urban,1995,1,1,1,3,656100.0
2073,5,1.0,Suburb,1996,0,1,1,5,489700.0
